(1.3800105080008507e-05, 2.2699940018355846e-05, 1.9300030544400215e-05)
(1.9399914890527725e-05, 2.3600063286721706e-05, 2.0399922505021095e-05)
(1.379998866468668e-05, 2.3300061002373695e-05, 2.0000035874545574e-05)
(1.3599987141788006e-05, 2.119992859661579e-05, 1.910002902150154e-05)
(1.3699987903237343e-05, 2.210005186498165e-05, 1.9200029782950878e-05)
(1.3599987141788006e-05, 2.2000051103532314e-05, 1.9399914890527725e-05)
(1.6700010746717453e-05, 2.080004196614027e-05, 1.8700025975704193e-05)
(1.4099990949034691e-05, 2.2799940779805183e-05, 1.950003206729889e-05)
(1.479999627918005e-05, 2.5499961338937283e-05, 2.0700041204690933e-05)
(1.6900012269616127e-05, 2.6699970476329327e-05, 2.129992935806513e-05)
(1.5300000086426735e-05, 2.6400084607303143e-05, 2.5300076231360435e-05)
(1.3599987141788006e-05, 2.1099927835166454e-05, 1.910002902150154e-05)
(1.3499986380338669e-05, 2.0700041204690933e-05, 1.880002673715353e-05)
(1.4999997802078724e-05, 2.5700079277157784e-05, 2.0399922505021095e-05)
(1.3899989426136017e-05, 2.1600048057734966e-05, 1.9200029782950878e-05)
(1.379998866468668e-05, 2.259993925690651e-05, 2.380006480962038e-05)
(1.4099990949034691e-05, 2.2799940779805183e-05, 1.9600032828748226e-05)
(1.4299992471933365e-05, 2.3099943064153194e-05, 2.110004425048828e-05)
(1.3599987141788006e-05, 2.2099935449659824e-05, 1.9400031305849552e-05)
(1.3899989426136017e-05, 2.2300053387880325e-05, 1.9299914129078388e-05)
(1.4699995517730713e-05, 2.750009298324585e-05, 2.0200037397444248e-05)
(1.4699995517730713e-05, 2.3000058718025684e-05, 1.9799917936325073e-05)
(1.4499993994832039e-05, 2.5300076231360435e-05, 2.0499923266470432e-05)
(1.4199991710484028e-05, 2.2000051103532314e-05, 1.9499915651977062e-05)
(1.379998866468668e-05, 2.2500054910779e-05, 1.950003206729889e-05)
(1.4699995517730713e-05, 2.6799971237778664e-05, 2.0299921743571758e-05)
(1.5300000086426735e-05, 2.610008232295513e-05, 2.0699924789369106e-05)
(1.3299984857439995e-05, 2.0900042727589607e-05, 1.850002445280552e-05)
(1.3299984857439995e-05, 2.0099920220673084e-05, 1.850002445280552e-05)
(1.4299992471933365e-05, 2.350006252527237e-05, 2.0099920220673084e-05)
(1.279998105019331e-05, 2.2700056433677673e-05, 1.8300022929906845e-05)
(1.3899989426136017e-05, 2.3099943064153194e-05, 2.0000035874545574e-05)
(1.3299984857439995e-05, 2.119992859661579e-05, 1.910002902150154e-05)
(1.4499993994832039e-05, 2.5999965146183968e-05, 2.0400038920342922e-05)
(1.4099990949034691e-05, 2.4399952962994576e-05, 1.9600032828748226e-05)
(1.810002140700817e-05, 2.3499946109950542e-05, 1.9700033590197563e-05)
(1.4099990949034691e-05, 2.1999934688210487e-05, 1.9400031305849552e-05)
(1.580000389367342e-05, 2.219993621110916e-05, 1.9300030544400215e-05)
(1.4099990949034691e-05, 2.2900057956576347e-05, 2.0099920220673084e-05)
(1.3999990187585354e-05, 2.4300068616867065e-05, 1.9499915651977062e-05)
(1.6900012269616127e-05, 2.150004729628563e-05, 1.8900027498602867e-05)
(1.4800112694501877e-05, 2.2900057956576347e-05, 1.950003206729889e-05)
(1.4299992471933365e-05, 2.259993925690651e-05, 1.9700033590197563e-05)
(1.3999990187585354e-05, 2.1799933165311813e-05, 1.9000028260052204e-05)
(1.3599987141788006e-05, 2.2000051103532314e-05, 1.919991336762905e-05)
(1.7600017599761486e-05, 2.2000051103532314e-05, 1.9399914890527725e-05)
(1.479999627918005e-05, 2.5900080800056458e-05, 2.019992098212242e-05)
(1.3999990187585354e-05, 2.220005262643099e-05, 1.9099912606179714e-05)
(1.4699995517730713e-05, 2.2500054910779e-05, 1.9200029782950878e-05)
(1.3299984857439995e-05, 2.159993164241314e-05, 1.9200029782950878e-05)
(1.5099998563528061e-05, 2.6099965907633305e-05, 2.0400038920342922e-05)
(1.3899989426136017e-05, 2.519995905458927e-05, 5.219993181526661e-05)
(3.760005347430706e-05, 4.009995609521866e-05, 1.9700033590197563e-05)
(1.4199991710484028e-05, 2.2799940779805183e-05, 1.9700033590197563e-05)
(3.600004129111767e-05, 3.1100003980100155e-05, 3.590004052966833e-05)
(1.4599994756281376e-05, 2.3700064048171043e-05, 2.0099920220673084e-05)
(1.4999997802078724e-05, 2.629996743053198e-05, 2.0300038158893585e-05)
(1.3899989426136017e-05, 2.1200045011937618e-05, 1.889991108328104e-05)
(1.5199999324977398e-05, 2.6300083845853806e-05, 2.0399922505021095e-05)
(1.810002140700817e-05, 2.2999942302703857e-05, 1.9600032828748226e-05)
(1.3899989426136017e-05, 2.2600055672228336e-05, 1.98000343516469e-05)
(1.4399993233382702e-05, 2.2000051103532314e-05, 1.9499915651977062e-05)
(1.6200006939470768e-05, 2.8499984182417393e-05, 2.150004729628563e-05)
(1.4699995517730713e-05, 2.589996438473463e-05, 2.4300068616867065e-05)
(1.3300101272761822e-05, 2.0999927073717117e-05, 1.880002673715353e-05)
(1.5300000086426735e-05, 2.1499930880963802e-05, 2.0600040443241596e-05)
(1.379998866468668e-05, 2.0900042727589607e-05, 1.8999911844730377e-05)
